resolution,frame_no,pts,codec,source_width,source_height,decode_ms,push_block_ms,app_to_dec_ms,dec_to_conv_ms,conv_to_sink_ms,display_ms,frame_interval_ms,queue_depth,decoded_at
1920x1080,202,8040000000,H.265,1920,1080,97.5684,0.023616,-1,-1,-1,21.3557,38.2534,2,2026-08-04 17:57:05
1920x1080,203,8080000000,H.265,1920,1080,98.262,0.029441,-1,-1,-1,14.126,41.8129,2,2026-08-04 17:57:05
1920x1080,204,8120000000,H.265,1920,1080,99.8037,0.02272,-1,-1,-1,16.0841,40.1382,2,2026-08-04 17:57:05
1920x1080,205,8160000000,H.265,1920,1080,96.8043,0.016641,-1,-1,-1,15.962,38.9438,2,2026-08-04 17:57:05
1920x1080,206,8200000000,H.265,1920,1080,105.479,0.022048,-1,-1,-1,15.8651,47.8877,2,2026-08-04 17:57:05
1920x1080,207,8240000000,H.265,1920,1080,117.271,0.020992,-1,-1,-1,16.3393,51.9588,2,2026-08-04 17:57:05
1920x1080,208,8280000000,H.265,1920,1080,95.5977,0.012704,-1,-1,-1,12.512,26.07,2,2026-08-04 17:57:05
1920x1080,209,8320000000,H.265,1920,1080,98.4187,0.022273,-1,-1,-1,15.6818,53.7523,2,2026-08-04 17:57:05
1920x1080,210,8360000000,H.265,1920,1080,103.812,0.018913,-1,-1,-1,10.9914,24.7282,2,2026-08-04 17:57:05
1920x1080,211,8400000000,H.265,1920,1080,98.7208,0.023841,-1,-1,-1,17.869,37.0629,2,2026-08-04 17:57:05
1920x1080,212,8440000000,H.265,1920,1080,99.2968,0.021313,-1,-1,-1,16.0762,38.1456,2,2026-08-04 17:57:05
1920x1080,213,8480000000,H.265,1920,1080,93.3342,0.020033,-1,-1,-1,16.0436,37.7789,2,2026-08-04 17:57:05
1920x1080,214,8520000000,H.265,1920,1080,94.6651,0.016929,-1,-1,-1,13.8571,40.0772,2,2026-08-04 17:57:05
1920x1080,215,8560000000,H.265,1920,1080,96.3331,0.015808,-1,-1,-1,21.2905,39.5015,2,2026-08-04 17:57:05
1920x1080,216,8600000000,H.265,1920,1080,95.8119,0.021057,-1,-1,-1,16.2879,40.5243,2,2026-08-04 17:57:05
1920x1080,217,8640000000,H.265,1920,1080,97.4817,0.019489,-1,-1,-1,16.9741,40.7687,2,2026-08-04 17:57:05
1920x1080,218,8680000000,H.265,1920,1080,98.3154,0.015648,-1,-1,-1,13.8235,41.8449,2,2026-08-04 17:57:05
1920x1080,219,8720000000,H.265,1920,1080,95.7462,0.016896,-1,-1,-1,25.7393,37.6401,2,2026-08-04 17:57:05
1920x1080,220,8760000000,H.265,1920,1080,93.1695,0.021473,-1,-1,-1,21.3844,39.4346,2,2026-08-04 17:57:05
1920x1080,221,8800000000,H.265,1920,1080,96.2874,0.028929,-1,-1,-1,15.7824,40.8087,2,2026-08-04 17:57:05
1920x1080,222,8840000000,H.265,1920,1080,99.6166,0.022337,-1,-1,-1,22.6409,42.6856,2,2026-08-04 17:57:05
1920x1080,223,8880000000,H.265,1920,1080,94.4286,0.022593,-1,-1,-1,18.3493,35.7532,2,2026-08-04 17:57:05
1920x1080,224,8920000000,H.265,1920,1080,95.6313,0.017185,-1,-1,-1,21.08,43.0589,2,2026-08-04 17:57:06
1920x1080,225,8960000000,H.265,1920,1080,97.6284,0.027009,-1,-1,-1,19.7942,39.3476,2,2026-08-04 17:57:06
1920x1080,226,9000000000,H.265,1920,1080,94.406,0.015584,-1,-1,-1,14.8591,38.8631,2,2026-08-04 17:57:06
1920x1080,227,9040000000,H.265,1920,1080,96.2035,0.024225,-1,-1,-1,22.6565,40.2068,2,2026-08-04 17:57:06
1920x1080,228,9080000000,H.265,1920,1080,99.3241,0.016577,-1,-1,-1,14.6012,43.3142,2,2026-08-04 17:57:06
1920x1080,229,9120000000,H.265,1920,1080,98.7517,0.020288,-1,-1,-1,17.9814,38.5986,2,2026-08-04 17:57:06
1920x1080,230,9160000000,H.265,1920,1080,97.0587,0.025632,-1,-1,-1,17.1282,40.7583,2,2026-08-04 17:57:06
1920x1080,231,9200000000,H.265,1920,1080,129.087,0.016929,-1,-1,-1,25.8836,70.2457,2,2026-08-04 17:57:06
1920x1080,232,9240000000,H.265,1920,1080,123.347,0.014849,-1,-1,-1,25.0175,35.3394,3,2026-08-04 17:57:06
1920x1080,233,9280000000,H.265,1920,1080,87.0849,0.014849,-1,-1,-1,15.3624,34.2208,2,2026-08-04 17:57:06
1920x1080,234,9320000000,H.265,1920,1080,90.0861,0.013664,-1,-1,-1,14.8254,34.9004,2,2026-08-04 17:57:06
1920x1080,235,9360000000,H.265,1920,1080,95.6689,0.021184,-1,-1,-1,13.9744,21.4727,2,2026-08-04 17:57:06
1920x1080,236,9400000000,H.265,1920,1080,105.034,0.021729,-1,-1,-1,16.5607,49.2493,2,2026-08-04 17:57:06
1920x1080,237,9440000000,H.265,1920,1080,94.9654,0.018784,-1,-1,-1,13.6307,30.0246,2,2026-08-04 17:57:06
1920x1080,238,9480000000,H.265,1920,1080,91.7161,0.020224,-1,-1,-1,15.0765,43.8547,2,2026-08-04 17:57:06
1920x1080,239,9520000000,H.265,1920,1080,98.663,0.018272,-1,-1,-1,16.8348,39.1541,2,2026-08-04 17:57:06
1920x1080,240,9560000000,H.265,1920,1080,93.9652,0.019584,-1,-1,-1,16.062,36.9927,2,2026-08-04 17:57:06
1920x1080,241,9600000000,H.265,1920,1080,97.5606,0.022753,-1,-1,-1,15.4141,44.4277,2,2026-08-04 17:57:06
1920x1080,242,9640000000,H.265,1920,1080,100.583,0.015936,-1,-1,-1,15.8992,40.4309,2,2026-08-04 17:57:06
1920x1080,243,9680000000,H.265,1920,1080,94.358,0.020864,-1,-1,-1,13.3214,36.7835,2,2026-08-04 17:57:06
1920x1080,244,9720000000,H.265,1920,1080,93.3712,0.020257,-1,-1,-1,15.651,40.7053,2,2026-08-04 17:57:06
1920x1080,245,9760000000,H.265,1920,1080,97.0068,0.021729,-1,-1,-1,15.6955,40.4248,2,2026-08-04 17:57:06
1920x1080,246,9800000000,H.265,1920,1080,97.7532,0.021984,-1,-1,-1,15.387,39.9331,2,2026-08-04 17:57:06
1920x1080,247,9840000000,H.265,1920,1080,95.8233,0.022432,-1,-1,-1,16.054,39.5665,2,2026-08-04 17:57:06
1920x1080,248,9880000000,H.265,1920,1080,97.4369,0.022433,-1,-1,-1,16.1446,40.2698,2,2026-08-04 17:57:06
1920x1080,249,9920000000,H.265,1920,1080,96.2604,0.014048,-1,-1,-1,15.4593,39.3005,2,2026-08-04 17:57:07
1920x1080,250,9960000000,H.265,1920,1080,95.0623,0.020384,-1,-1,-1,15.5652,38.445,2,2026-08-04 17:57:07
1920x1080,251,10000000000,H.265,1920,1080,97.2989,0.015424,-1,-1,-1,16.1551,42.0185,2,2026-08-04 17:57:07
1920x1080,252,10040000000,H.265,1920,1080,97.7878,0.020673,-1,-1,-1,15.4612,39.9612,2,2026-08-04 17:57:07
1920x1080,253,10080000000,H.265,1920,1080,97.2713,0.021953,-1,-1,-1,12.6566,40.2131,2,2026-08-04 17:57:07
1920x1080,254,10120000000,H.265,1920,1080,102.213,0.024993,-1,-1,-1,16.2236,44.2052,2,2026-08-04 17:57:07
1920x1080,255,10160000000,H.265,1920,1080,99.3588,0.022048,-1,-1,-1,16.7092,37.4621,2,2026-08-04 17:57:07
1920x1080,256,10200000000,H.265,1920,1080,102.02,0.021281,-1,-1,-1,16.0689,46.884,2,2026-08-04 17:57:07
1920x1080,257,10240000000,H.265,1920,1080,119.604,0.016576,-1,-1,-1,16.0319,54.9964,3,2026-08-04 17:57:07
1920x1080,258,10280000000,H.265,1920,1080,96.4936,0.016576,-1,-1,-1,13.9934,24.1068,2,2026-08-04 17:57:07
1920x1080,259,10320000000,H.265,1920,1080,96.8445,0.021249,-1,-1,-1,16.5618,53.6811,2,2026-08-04 17:57:07
1920x1080,260,10360000000,H.265,1920,1080,103.96,0.013984,-1,-1,-1,13.0724,24.7821,2,2026-08-04 17:57:07
1920x1080,261,10400000000,H.265,1920,1080,94.259,0.016353,-1,-1,-1,16.0136,32.8305,2,2026-08-04 17:57:07
1920x1080,262,10440000000,H.265,1920,1080,95.98,0.020737,-1,-1,-1,17.6408,39.1223,2,2026-08-04 17:57:07
1920x1080,263,10480000000,H.265,1920,1080,99.1255,0.014368,-1,-1,-1,11.1139,43.7612,2,2026-08-04 17:57:07
1920x1080,264,10520000000,H.265,1920,1080,97.6437,0.020641,-1,-1,-1,17.4901,37.8524,2,2026-08-04 17:57:07
1920x1080,265,10560000000,H.265,1920,1080,94.5492,0.023649,-1,-1,-1,16.293,38.4268,2,2026-08-04 17:57:07
1920x1080,266,10600000000,H.265,1920,1080,99.7983,0.019073,-1,-1,-1,15.489,44.6305,2,2026-08-04 17:57:07
1920x1080,267,10640000000,H.265,1920,1080,97.2665,0.019584,-1,-1,-1,17.9361,36.3942,2,2026-08-04 17:57:07
1920x1080,268,10680000000,H.265,1920,1080,95.5027,0.02576,-1,-1,-1,15.7023,41.5832,2,2026-08-04 17:57:07
1920x1080,269,10720000000,H.265,1920,1080,96.3104,0.018849,-1,-1,-1,15.1584,37.9158,2,2026-08-04 17:57:07
1920x1080,270,10760000000,H.265,1920,1080,98.1481,0.028129,-1,-1,-1,15.4332,42.1684,2,2026-08-04 17:57:07
1920x1080,271,10800000000,H.265,1920,1080,98.4804,0.019296,-1,-1,-1,14.7433,39.3923,2,2026-08-04 17:57:07
1920x1080,272,10840000000,H.265,1920,1080,94.4695,0.029569,-1,-1,-1,15.7775,39.0443,2,2026-08-04 17:57:07
1920x1080,273,10880000000,H.265,1920,1080,97.823,0.015136,-1,-1,-1,12.095,41.2314,2,2026-08-04 17:57:07
1920x1080,274,10920000000,H.265,1920,1080,97.5849,0.024097,-1,-1,-1,17.9285,41.2925,2,2026-08-04 17:57:08
1920x1080,275,10960000000,H.265,1920,1080,95.2982,0.022368,-1,-1,-1,15.6063,36.6991,2,2026-08-04 17:57:08
1920x1080,276,11000000000,H.265,1920,1080,94.1493,0.022529,-1,-1,-1,15.3227,41.4081,2,2026-08-04 17:57:08
1920x1080,277,11040000000,H.265,1920,1080,95.8435,0.022753,-1,-1,-1,17.4914,37.9951,2,2026-08-04 17:57:08
1920x1080,278,11080000000,H.265,1920,1080,99.8266,0.019585,-1,-1,-1,16.305,44.6814,2,2026-08-04 17:57:08
1920x1080,279,11120000000,H.265,1920,1080,97.1627,0.017601,-1,-1,-1,15.2741,36.7444,2,2026-08-04 17:57:08
1920x1080,280,11160000000,H.265,1920,1080,93.665,0.021249,-1,-1,-1,16.2709,39.2224,2,2026-08-04 17:57:08
1920x1080,281,11200000000,H.265,1920,1080,105.365,0.023201,-1,-1,-1,17.8574,49.0895,2,2026-08-04 17:57:08
1920x1080,282,11240000000,H.265,1920,1080,115.814,0.022945,-1,-1,-1,14.6727,51.4008,2,2026-08-04 17:57:08
1920x1080,283,11280000000,H.265,1920,1080,92.2439,0.018561,-1,-1,-1,11.2962,24.2367,2,2026-08-04 17:57:08
1920x1080,284,11320000000,H.265,1920,1080,100.853,0.019584,-1,-1,-1,15.4811,60.0141,2,2026-08-04 17:57:08
1920x1080,285,11360000000,H.265,1920,1080,102.87,0.016897,-1,-1,-1,12.9331,22.097,2,2026-08-04 17:57:08
1920x1080,286,11400000000,H.265,1920,1080,91.8854,0.017408,-1,-1,-1,14.9136,33.336,2,2026-08-04 17:57:08
1920x1080,287,11440000000,H.265,1920,1080,92.9652,0.01712,-1,-1,-1,17.0084,39.7893,2,2026-08-04 17:57:08
1920x1080,288,11480000000,H.265,1920,1080,96.6417,0.02416,-1,-1,-1,15.879,41.713,2,2026-08-04 17:57:08
1920x1080,289,11520000000,H.265,1920,1080,99.4653,0.021953,-1,-1,-1,17.89,41.4452,2,2026-08-04 17:57:08
1920x1080,290,11560000000,H.265,1920,1080,95.1906,0.021792,-1,-1,-1,15.9718,36.2893,2,2026-08-04 17:57:08
1920x1080,291,11600000000,H.265,1920,1080,95.2377,0.02128,-1,-1,-1,16.5914,42.5131,2,2026-08-04 17:57:08
1920x1080,292,11640000000,H.265,1920,1080,99.924,0.022977,-1,-1,-1,16.1055,41.4228,2,2026-08-04 17:57:08
1920x1080,293,11680000000,H.265,1920,1080,97.0898,0.021793,-1,-1,-1,16.2731,38.0413,2,2026-08-04 17:57:08
1920x1080,294,11720000000,H.265,1920,1080,95.7485,0.020385,-1,-1,-1,17.7035,40.5673,2,2026-08-04 17:57:08
1920x1080,295,11760000000,H.265,1920,1080,96.5469,0.021088,-1,-1,-1,15.2093,39.1587,2,2026-08-04 17:57:08
1920x1080,296,11800000000,H.265,1920,1080,97.165,0.023009,-1,-1,-1,17.1314,40.7677,2,2026-08-04 17:57:08
1920x1080,297,11840000000,H.265,1920,1080,96.8837,0.024993,-1,-1,-1,16.0471,39.5725,2,2026-08-04 17:57:08
1920x1080,298,11880000000,H.265,1920,1080,96.8332,0.022272,-1,-1,-1,16.2876,39.8065,2,2026-08-04 17:57:08
1920x1080,299,11920000000,H.265,1920,1080,97.3401,0.016736,-1,-1,-1,17.5815,40.6616,2,2026-08-04 17:57:09
1920x1080,300,11960000000,H.265,1920,1080,96.5508,0.051586,-1,-1,-1,16.314,38.6938,2,2026-08-04 17:57:09
1920x1080,301,12000000000,H.265,1920,1080,97.0689,0.023489,-1,-1,-1,20.4159,41.5405,2,2026-08-04 17:57:09
1920x1080,302,12040000000,H.265,1920,1080,97.7967,0.024608,-1,-1,-1,21.6403,39.8338,2,2026-08-04 17:57:09
1920x1080,303,12080000000,H.265,1920,1080,96.3348,0.022369,-1,-1,-1,18.6963,38.4007,2,2026-08-04 17:57:09
1920x1080,304,12120000000,H.265,1920,1080,97.5367,0.020641,-1,-1,-1,16.6301,43.2927,2,2026-08-04 17:57:09
1920x1080,305,12160000000,H.265,1920,1080,95.2701,0.015937,-1,-1,-1,16.1781,36.6051,2,2026-08-04 17:57:09
1920x1080,306,12200000000,H.265,1920,1080,101.744,0.023169,-1,-1,-1,16.6499,49.8328,2,2026-08-04 17:57:09
1920x1080,307,12240000000,H.265,1920,1080,120.87,0.011968,-1,-1,-1,16.5273,55.871,3,2026-08-04 17:57:09
1920x1080,308,12280000000,H.265,1920,1080,99.3023,0.011968,-1,-1,-1,14.9303,26.3757,2,2026-08-04 17:57:09
1920x1080,309,12320000000,H.265,1920,1080,98.8121,0.145092,-1,-1,-1,16.0565,53.2801,2,2026-08-04 17:57:09
1920x1080,310,12360000000,H.265,1920,1080,108.363,0.020384,-1,-1,-1,12.795,25.7908,2,2026-08-04 17:57:09
1920x1080,311,12400000000,H.265,1920,1080,99.937,0.021793,-1,-1,-1,17.7745,35.2183,2,2026-08-04 17:57:09
1920x1080,312,12440000000,H.265,1920,1080,95.1836,0.016833,-1,-1,-1,16.724,34.3543,2,2026-08-04 17:57:09
1920x1080,313,12480000000,H.265,1920,1080,92.5999,0.015104,-1,-1,-1,16.0223,40.6655,2,2026-08-04 17:57:09
1920x1080,314,12520000000,H.265,1920,1080,100.617,0.014816,-1,-1,-1,18.9397,42.8335,2,2026-08-04 17:57:09
1920x1080,315,12560000000,H.265,1920,1080,100.126,0.026625,-1,-1,-1,16.9019,39.8382,2,2026-08-04 17:57:09
1920x1080,316,12600000000,H.265,1920,1080,95.0891,0.022881,-1,-1,-1,14.3872,37.6796,2,2026-08-04 17:57:09
1920x1080,317,12640000000,H.265,1920,1080,96.5957,0.018177,-1,-1,-1,17.8501,39.8675,2,2026-08-04 17:57:09
1920x1080,318,12680000000,H.265,1920,1080,97.6414,0.014561,-1,-1,-1,19.1695,39.9684,2,2026-08-04 17:57:09
1920x1080,319,12720000000,H.265,1920,1080,97.8736,0.015488,-1,-1,-1,24.277,39.6526,2,2026-08-04 17:57:09
1920x1080,320,12760000000,H.265,1920,1080,96.3288,0.027873,-1,-1,-1,16.8694,38.769,2,2026-08-04 17:57:09
1920x1080,321,12800000000,H.265,1920,1080,98.2584,0.024832,-1,-1,-1,16.6478,41.6384,2,2026-08-04 17:57:09
1920x1080,322,12840000000,H.265,1920,1080,96.8464,0.01808,-1,-1,-1,18.9178,39.5964,2,2026-08-04 17:57:09
1920x1080,323,12880000000,H.265,1920,1080,98.4742,0.024129,-1,-1,-1,18.7897,41.7818,2,2026-08-04 17:57:09
1920x1080,324,12920000000,H.265,1920,1080,100.328,0.020353,-1,-1,-1,18.915,41.3332,2,2026-08-04 17:57:10
1920x1080,325,12960000000,H.265,1920,1080,97.0012,0.023617,-1,-1,-1,17.8645,37.4761,2,2026-08-04 17:57:10
1920x1080,326,13000000000,H.265,1920,1080,95.6874,0.022369,-1,-1,-1,12.4954,40.3687,2,2026-08-04 17:57:10
1920x1080,327,13040000000,H.265,1920,1080,97.5214,0.021409,-1,-1,-1,18.7958,39.2803,2,2026-08-04 17:57:10
